surname,g1,g2,dob,sex,age_group,cause_of_absence,Num_missing,age_first,age_last,missing_period,missing_per_year,clothes,coat_color1,coat_type,date_last_seen,date_located,dress_type,hand,hat_type,hat_color1,jewelry_type,missing_before,place_last_seen,pants_type,place_located,previously_found,shoes_type,shirt_type,skirt_type,young_offender,cyber_crime_type,demage_total,detail_count,district,down_time,durg_alcohol,drugs_total,family_violence,follow_up_count,founded,fraud_type,gang_involvement,gang_type,hate_crime_ind,how_method,location,location_code,loss_total,object_of_theft1,object_of_theft2,object_of_theft3,object_of_theft4,object_of_theft5,occ_date,occ_name,occ_time,occupancy_code,person_count,person_target,place_name,recovered_total,unident_count,vehicle_count,vehicle_target,vehicle_type,viclas_flag,violation_count,weapon_status,weapon_type,week_day,x_coordinate,y_coordinate,zone,caution,citizenship,build,complexion,country_of_birth,disability,drivers_license,employer,eye_color,facial_hair,facial_hair_color,gang_name,hair_color,hair_style,height,language,marital_status,occupation,race,weight
Abraham,36787,75608,"November 16th, 2015",0,3,34130985,28,9,13,13,33,66467,94658,59938,"September 19th, 2017","August 25th, 2017",24679,90994,12901,20889,91633,2,17039,IQCDO,FDPSP,OUBBR,PSBXI,MWYFB,GWMGA,YHKJE,PCFZA,NVHSZ,QZSVK,TKFGN,FFJUT,MRQOV,GADZE,JHLWL,6,IFGHB,ZYFGW,JSWZL,PXFTP,VIBKN,BRGVT,VNQCG,PQRWL,DKERJ,FGJBC,KHOFW,AKZWJ,BDQCY,OELOZ,WDVQW,KHGIS,MIHPS,WQYPZ,FHKSW,PDIAY,CPSWU,GUREZ,JSNNP,GVPNF,DTQTR,SZOSA,JTFHW,NVOTK,ULJFI,YKLXB,FCQQW,NBSZZ,OKGEB,WOTLB,AXZSN,AEGRY,FXOBO,MOBQE,TFBPE,KYYBD,JZQSQ,RDDMI,UAVLZ,HVCCX,KLJBN,test,TASJK,WHGDY,974,ZESRI,RKTXK,VHJWE,NCWJY,EXYYF
Noelani,34674,76080,"March 17th, 2015",1,8,42182846,33,3,13,25,28,93642,24953,74155,"October 3rd, 2017","December 11th, 2018",36095,73118,40985,88888,91272,8,65367,OSCUY,ZYNDA,UUABO,XYFTB,PKUQT,ANIQM,GIJTP,SIBGD,REDKR,JDUQS,XBOEE,KDWZC,XPFHP,DDVIO,PJAPF,0,MYSWM,GVXQU,ODBOF,YZOXX,LTUEH,OSPXL,PYJTW,WVTPE,GBNHV,FIDVR,DCBBY,BJWUQ,HKLPH,NXDBV,GRKFL,ZSSYW,HGCYB,RVOSI,HQZSA,UYOAG,FHMZD,MLTJB,WCHIR,HPPSS,PZDXK,IPNBL,ELBWU,WYNVH,DTMSZ,VDJPX,IFCTK,BQTFY,GIOER,YXEBX,TNDSH,IXTGD,GMKKU,TZFVC,OTQEB,QMPBK,ZDCMK,ZLFVH,JIBCU,AMQII,CLMXB,orange,LRBXP,NUIWD,849,RNFWO,TYJUK,HMDPA,YTQNL,ASDNK
Isaac,21464,04403,"May 19th, 2017",0,2,50690075,25,2,19,7,37,19397,59358,84295,"May 30th, 2019","November 14th, 2016",00332,49179,95350,35086,36464,9,28380,JQNCV,MLIJJ,EREWB,IEESI,ROFXK,PVEDS,YVXRH,NWJHF,ZLIXN,MFXBP,GIBOS,MMZJA,YRXRM,RWHUG,UYNBK,9,AJJSK,AZUWU,XUSRX,BTIUP,FGLKN,KDBXP,HWLNT,BVNFW,TKOAM,LDQAU,PIOCS,TCEKV,WXACG,HYVNB,RSTGE,ATCEM,IQQEK,TGGXM,ZTFQC,RVAMK,DILNZ,HEYDJ,ONODS,HPYTK,ZLIBD,ALBSP,WUHQR,KKFGN,OVMPH,HRNQM,DUFMF,OGJGT,POCWF,QRSAS,KPWQW,QTMQN,DRKHS,WCOTF,IQJRJ,HGJAU,FXUXF,YUJSO,RQMTW,CGJIR,ECNAO,,WJKCY,YGLNV,592,JXNFX,UTVBF,GOMNK,VLSCY,JTOWC
Hu,17694,41021,"February 11th, 2019",1,7,96820710,23,4,15,8,47,33657,36381,27878,"November 24th, 2018","March 28th, 2019",46380,43525,96049,87052,60152,9,36192,CLDKJ,JELCT,CXCFK,XJKUA,GXDYW,LWPQM,EAHMX,QLESW,QQOTK,UGFIZ,VNNVJ,GOQEB,IVFUU,YYWHA,VZDLJ,9,KYFDL,IJRXT,BPDCY,HGEWN,MNBWJ,UZUWY,BCINJ,YQIOE,FBAPL,WRAIN,TFJRU,XGAOS,LQBSH,FDBYR,LBJEU,KYAPR,GVYYQ,TOYXJ,JCYBC,WPLPB,TTUGR,SGHUT,DSMWR,WNKXZ,QSTXU,ZKEPB,GJZMT,HPXUP,FFJTW,SMBSX,OUJVV,VHKET,CLMUO,SMTLV,HGXLZ,RCQQY,HTJYI,RQNVL,VUHGH,HTRPA,HPUIB,BEHBI,APTXF,VSQEI,GKFHN,orange,BAWBV,YXCAJ,124,ROEGM,ZWSIE,UQTFN,QDYIO,MXEWY
Gannon,87810,99838,"May 22nd, 2017",0,10,88982631,13,2,12,25,1,74688,55512,14136,"February 27th, 2016","February 23rd, 2018",09379,68079,72334,39426,36566,7,64647,JLKLA,HBVSV,KOHIJ,DKJQN,BHLLW,MBROB,MMQRZ,RYPDX,TRVXU,YFELB,YLUQR,KSIPN,EJGAF,NNTIG,XSOKX,0,EBSIX,PPEQS,FFUWQ,JUPUV,VAKJP,DURUO,HPGEU,JVCZO,OMBMP,MSUXQ,CFYVX,CQOGW,SECUX,GAJED,YKEUB,BIEYE,PAUYK,RTEUY,RWUQJ,DQQYM,DJFIR,NXWUF,MIXQF,WYJGR,IKOPW,KISRV,UIPJS,GSYMC,PAAVX,EQZBO,PBNQX,OXBIF,LWGAW,XLUFH,PCQSX,MVEDE,PSUFO,ZANOA,EBBIH,NNQIO,BUHMD,LJXAB,TLKQC,CPVWB,ZYHDI,violet,VDVKU,UPLTT,232,PNIHZ,SZAND,TLRWY,WXEUD,UXWUK
Eaton,98587,30993,"May 6th, 2019",0,4,88649346,0,0,11,45,32,39319,26989,21819,"June 12th, 2019","March 14th, 2017",89829,44600,99181,65797,67900,6,66095,KZWHH,UBWJX,ZKQDI,WDKMT,YHSGY,GHPDF,QCRQI,QIKFV,CABVP,JKZLW,VXLJZ,SDZSV,CGTZJ,MUMSK,FIGSJ,6,UEUWF,ZNZLX,ENMTK,JYYEU,FNFMQ,KJVNC,LDDSB,XXKMA,KSWZA,JMLZV,OVLHE,LFHLB,KVXRO,IOCFY,ELYNW,GUVYI,KVMDW,VKJCI,IFPDJ,VCXRA,MXNIR,ZGLIU,UIAHV,BMYLG,DCMJF,CTQAV,NQDGA,BMFBD,RWQXF,YNGKO,RZUNU,DOFWD,TAMZD,SUHEA,HLDKH,GGWGT,JEKND,EFFUM,YTRDF,QVPQF,MDUVJ,JOTEH,CRSWL,MZLEN,BYNVB,,HXSPE,MBUXB,248,AOAMB,VHEGK,BOMMW,CLIRO,OLBXC
Chastity,67917,80720,"October 4th, 2017",1,6,20954512,26,10,16,43,4,04356,98621,49557,"April 27th, 2017","August 5th, 2016",16530,92941,14015,23971,56382,7,57358,AAWDJ,STCUW,TXOWY,ATCAC,YHQXB,TFZWT,RXFEP,PYUCZ,DYAKS,IUNXU,OFOZZ,HPFMT,HZDJG,FCUXV,BXGNQ,9,PTXMX,LBQLF,FXPVD,LVFOM,BSCAB,DQTKO,JGQFD,NRJUK,AMBNX,IQZTB,VLBUS,QWAMD,STGWE,OMLYE,TAPTU,QKBPH,TIDIX,ASXTE,IKHVP,OZSEA,MEDBI,KOZJZ,NEFRD,JIHUX,BPJIC,CWLAK,UPAUZ,AKOAO,SPKIH,TFCML,YSKIV,MZCLD,NBQIU,NJNLK,DGUTX,TSDFS,PQFKL,KLMIU,PZNGI,PAFZK,BSKKX,BCGTL,CLHWK,FMESD,CVASM,test,QVTPF,BGQBR,299,XSFQW,HAYMT,WDELP,HSDPE,FEVUP
Jordan,19215,79771,"September 4th, 2017",0,0,85882905,26,4,16,41,6,27785,59518,80941,"July 13th, 2015","July 15th, 2019",11978,32530,43455,49043,39547,9,82612,BYCJC,LNOJA,XDJYO,FGVMH,DTDXV,BDDQR,ZTDKB,QBAFS,SVKGU,RKMUG,BYLAM,QHDCK,QQZOQ,PYJIK,MBNKA,2,KLOBB,EJGAL,BLCSC,OWOXD,MTJQS,FBYHD,TETXR,GIUDQ,PTVMQ,HRQAM,OJJJA,BSGTQ,ADGMA,LOGIZ,QIFGN,XCNAL,QKZHT,AMBXM,LEKGO,YBBDQ,GXIJJ,FXDQC,QLAQF,NFMZI,KFDQT,WXWGL,QKGKV,QMNZL,ULBHI,VNBJA,VXOYU,IEHJS,XIPBB,LDFQO,MKBLK,QTNCC,BRGWA,NFMQV,JJRZN,NOIMJ,KAXNJ,ZLHAW,RTAGA,QNBZQ,AWSTJ,orange,DXIFX,GRRKD,499,PDDAE,HNTXN,BVUSN,UZVQE,KEWHQ
Tobias,06360,71483,"May 17th, 2016",1,2,33815404,42,4,18,1,15,55190,71267,81122,"September 6th, 2016","August 27th, 2016",77799,34701,32823,50168,66942,7,72837,KGNLP,NQLVE,SMTCM,ZGVKU,ODDNQ,RJLQL,LHHRX,XKYSV,OJTJD,CWFIO,NFVZA,KFGVJ,MJBZL,OHTBY,JJRNH,0,PUTIP,IJXDG,VYNAZ,RKHYX,CROIT,QOUVC,ZMSUQ,FMKZA,LFSOF,WDIKE,MTMWH,OHXTM,OKANW,DCPGR,LLENP,OKHIC,KYOYQ,KQQRV,HYQFF,RVFZQ,MERTI,DDQKE,QHOXP,UAPTY,CZCNY,TXUJY,NUQBI,SXYRN,CEHXR,YHJBW,QCMHS,ENEPU,FMPKB,WJNIL,BRBYZ,ICGGU,RNVWO,LXUWI,KUMFV,HTVLK,CBHKG,SNHLP,YSCKF,VCURA,GWFHT,,KTXQB,VKOWN,669,GKWLU,VXHKU,AYJVV,UOIXX,NYYDQ
Brett,10213,69507,"December 31st, 2018",0,5,40190112,29,3,14,50,31,20201,73090,88304,"August 2nd, 2018","June 25th, 2019",86225,90896,83858,40219,12574,4,45586,MJPIC,YCFNB,KFTZJ,FTIBB,FFEYU,XTTMI,HSUXP,UFOLW,RKHFB,QTBTA,EAABK,HBAYR,BNSJI,XXNYL,SWIIW,4,BCCVO,LIPJZ,QLECA,RFTLE,FFCPH,NTDZJ,GSZHH,MIAGC,DCKHD,MVIIN,CFTYA,VSHXX,LPOFX,JDYCC,SDMLX,ETCYQ,LNVMB,QZSCF,SUTHL,CIYTX,PRAGW,EUSPX,UWXOE,PMXAM,AKZQP,UVORO,GVMQE,ONVGA,WRDKR,VAQTR,KSHON,FJPFC,IYBCN,OSXXN,ZFPBT,VJNBA,HXWDE,HBDLC,YDWTZ,JEEER,ATKTQ,LGYWJ,HAGKW,EPUHC,HZLIN,test,DRIJO,EQEVK,476,QJQTE,DTWQT,CEMNM,KTLCG,FJJNW
Karyn,39219,88340,"April 20th, 2015",1,6,94125902,46,4,16,46,48,89547,59354,54059,"April 14th, 2015","December 12th, 2019",53650,00228,20939,02204,49350,0,21425,ZLLYP,RAUNA,PUPPS,EZTTJ,GYLVQ,JGKLX,DEJOQ,QFETZ,EOHTW,RLXXV,GDXLF,TZXDO,IRPFP,CQEEE,BTNVI,6,ONWEV,ZWTFC,GYKEO,BPZPU,SRMNY,UHVSS,XSWXY,ESZYM,HBBAG,YLLGL,IXKTJ,MCWSN,DVSDP,GMRYR,NAWUA,DKPNG,KFDFH,VVLZC,NDBFE,FLWPK,SCEIF,ZCSDK,MQDYH,ZXLPW,BLDBS,DCNSQ,GJELL,WEYAQ,XOTKA,HREVT,HZCVE,XKKOS,QUNKO,HXHUD,CNNNP,JFKYA,IZFDN,MAKBU,DJGXN,GPWYU,HKYJE,TDVMR,JVQWO,NNTJJ,OTJOL,test,NBXHF,KKJFY,353,TZZNU,XHWID,ODVEK,LEMKW,TPHIK
Arthur,43849,97507,"December 16th, 2018",0,0,40570036,0,1,19,46,2,13470,25340,03354,"March 22nd, 2017","January 28th, 2018",20363,15581,33069,23436,06585,6,89151,PRYNR,MNFEO,FYUUR,ORGQR,BURLY,BLJQG,TCTAG,GWKYA,OCZTN,UHNFA,IUNKO,WVDDX,FGHJB,HBKJE,YMJKP,5,BHMJG,ANYHH,CDOTS,MCWWD,RTLPG,NJUXK,AFEPU,RLXJJ,EYUHT,JYEOK,LMKXB,HLEFI,ZLXZX,HWTYI,NVIKR,YWWQR,FELAB,GACIS,TJTWU,TGBWG,KYMJV,ZZOCV,DPENU,QEXKS,TUNOW,JACHR,AVFWN,YBWYX,JVPKO,DSXAX,HZZYI,OSAHE,HHGST,MGUKG,EIZZS,WJRGU,AFIQC,NQWGE,SPCIL,YHZIF,SGREU,IKHQP,NLPQS,WHUKM,IYNGI,test,RNWZC,ZLQQG,516,QELIG,SBUTS,ONEXX,OUIEV,JGXPT
Olga,95410,14636,"October 4th, 2016",1,6,25218941,25,0,12,21,4,63120,70383,27689,"December 10th, 2018","June 24th, 2017",10328,77289,99486,90716,24513,5,22574,SQFXT,QZPXV,PGBUD,BONFX,XWZRN,ISLJT,JPDBG,CIXLT,BKVWX,BKVRZ,ZGEWV,BQFKW,ECWXD,HPYKV,BQPQA,2,QITUZ,IZBRI,HOERT,JEJBJ,ICBQT,BINUP,JBXPZ,MSOMT,XICKW,MBXQW,IXDUK,WMPBN,YXKIC,MNSGZ,SPYAC,PYMPG,GZPCO,BCDGW,UKGUH,FHNQZ,ZIPQD,AGNOD,YHBCL,DGZPD,XQZEB,EUUJB,SLZUZ,UAATU,YAWIL,ZPQTN,GKUCF,SBOYJ,YEULZ,MLQTK,VFWOP,VCKBS,EYXKC,JTDNL,VOIQS,DKCUF,BFEJC,JTRVC,JGEWP,NIFKV,JJWUX,test,QZQCP,LPGJV,753,BTOTC,NZELW,JFLWR,ORNNB,VAOUO
Brynn,02067,21077,"July 26th, 2017",0,1,74781134,32,0,15,17,47,56591,22151,92615,"June 18th, 2016","November 7th, 2018",55578,81197,45171,66750,12510,8,27277,XOUNW,RSAFS,VADPA,FJYXM,QNOUJ,UGQRA,CPRVC,ZWTBD,YVKXQ,KOQFB,JKXNT,TGSCI,VKRCD,UIBSE,ZOPPD,8,ZXEWH,UZLCM,BAPJX,JSDBJ,TESOZ,IWZIW,LMZJA,BNNKC,XADGM,RBYTG,VYDAC,QNSTC,GCBJK,WKZQZ,DYDYJ,IFOGO,SALRO,UCKJH,PPJAD,SQGBL,OLZGO,LEMKM,NBYPY,QOOWS,BFXIO,AXQWL,RQKFL,WCFWA,LZJDL,LKEBD,TWHJM,QFAMC,VPDIG,EWHZS,JCPOI,BURBT,JRZCD,UYOBZ,HUQGD,GXTOV,XUIZG,QAVHC,GKYEF,ZPDYS,SXGTN,orange,RZNRP,SLDNY,006,NBMZJ,NWMAF,CPYJY,YVEPO,EXTWP
Orson,77387,99278,"January 26th, 2015",1,2,62760501,41,3,14,18,19,15902,79311,85561,"April 23rd, 2015","January 4th, 2018",16758,98612,99341,98022,49829,4,15877,CBUIL,TLCCW,UNZBQ,SWWYL,KSTVP,XKUID,OZULZ,GKTNH,WZWEJ,QXLQF,WIORV,BACLA,FIQFO,GAFBK,AQYQJ,8,BCDLE,OZNSD,RIGQT,GWXAT,LMKXP,ZTUCS,CFQZK,ONDWO,DVYLD,UMZRY,VCQBK,WULRP,DFOSG,ZNMAK,LGSQI,RNVWY,WLQFQ,RMBJH,XBYZW,FOVCJ,CAXAK,XWRLJ,PPAIN,YRXPG,WAKPQ,RTVGJ,KGLUE,SGTBL,VZEID,AAQNF,DXNRX,NBZQB,NYITX,MDEBD,LCPMF,KXXVL,UOKJJ,GQIAM,RFCXG,ETEKI,RDUOW,OBCKD,ESYSY,TFNAH,KZUFQ,orange,DQWIG,ZPKJL,793,BSYWF,JMNAB,UGSAP,ZGMOH,MHRML
Rhona,59582,23089,"December 6th, 2016",1,6,16010850,28,8,17,8,37,04526,74058,84969,"January 11th, 2018","August 29th, 2017",65467,56022,79594,04640,23936,2,51869,OIZZJ,EBEMA,HBNHB,NEKDL,QWIEI,UFSEK,ZOJFC,OQRWN,RPNXZ,HZUTW,DZAZL,KKFWX,DKOMR,HZDMO,DMGKN,9,OVADP,XZGJJ,PTXCI,JEVOZ,QLHYU,IXXTY,ZBRSW,RILPS,SFEST,XRCEW,FRPSN,HHKQX,JVJGB,LQKJU,LEOUL,ZEFMY,CFNGK,ZJGGX,OPKBX,OXOHJ,TPNTA,MLAVA,NVQEM,KEJNG,NYPJZ,EDECD,CDIGD,CYRBN,IEEDY,QSOVK,GJWHE,IDISP,JVJGB,TATDV,ZQPFT,CGKZX,UGYVV,XOVME,FJTJE,ENJRQ,UMXLV,NMVQA,IEPFO,ELREY,YPEWY,violet,LSUCA,VWPEA,105,CUQNY,XHFLP,GGBCK,LWTDG,PCUDJ
Melodie,22163,31801,"May 8th, 2018",0,4,92022565,39,4,11,26,37,89617,49706,16933,"March 3rd, 2019","November 8th, 2017",70982,92795,95345,32011,40186,5,57076,UIEIR,BPVDI,HKDTU,FRSAE,GPBGI,QQCPF,PDKWR,MBXGM,RWNRG,IVCXH,NZIMD,DZIEY,FHVDX,YTUPH,EDNHI,9,MVJES,MICND,JROKF,KNRTI,SIREZ,PVJUH,ESCGB,BIHZB,OOYVV,BUTIB,ZTYMU,FQIYB,PSPXT,AFKQV,CGGLO,DNNMU,HTXQC,VZMUE,RCYJP,PDUDB,OCCZN,BTJYU,ISSCF,RBLPS,XKWJI,FXGSO,JPHYM,CFQZT,MJXDJ,LHYUF,VTOMQ,GPLQW,JQKOR,PUTBA,XSIED,SOUML,VYRZR,QGPVP,DRLCV,XTOZT,WRYJJ,NLOGL,WAZMQ,KTTPQ,CINEM,orange,CZHPY,FCMKC,546,JUHTC,BWDEL,PCNAT,XUSOV,ZVCIV
Salvador,15128,24785,"January 31st, 2018",0,6,94242359,25,9,15,12,43,29972,21204,99009,"July 13th, 2016","November 29th, 2015",70013,63572,33113,53156,16272,0,36653,SDQQJ,XFMIH,QNZEF,NMJSH,YOCYP,MPFKC,IJUMB,MYPQX,CORKD,QTRMV,VLNVY,XWTNZ,VDKGG,WYVIF,GRYDE,1,CELIY,JRRPL,ZICMY,WLVPH,AJIJB,JEOQR,VFJEH,FADWG,ICYZG,VSIMI,KYRNA,WGFEJ,XFYJH,WODJL,HNPMI,GETPI,FWHZU,MWSKG,RUFGU,LPPXL,ODCZE,ZXAOG,OEIEC,OYOMS,CHQVV,AETGS,GIDQI,BRDPY,XYTEJ,FVIMH,MVWNC,HKHHG,DIHWD,RXTVC,RTNYQ,VTPSZ,EZNRR,JTULP,YAYNR,ACOUG,AYCKS,QNTXT,SEYAT,YLHHL,ZUBSD,violet,KJDVY,BHCWB,568,CQQXZ,LRCLQ,NPAVR,ULMHO,ZULLT
Shelby,75637,61139,"December 11th, 2015",0,5,62587173,44,3,15,13,48,10931,41869,24481,"October 21st, 2016","April 5th, 2015",08775,20351,94913,58119,78239,0,05233,FDDAF,NEDGS,POUOH,MHETY,AHPVR,NGFOH,BGJCW,OOMTF,JDMMB,VAGKF,ZUSTC,HFOAG,OLOQB,KBXLT,GSUUF,6,KGFTF,XKPCT,FKIQV,PLCUO,DXFOP,RHJHQ,RVNEC,TWWBU,GQDEI,WFUTS,UBUDU,BAVYK,RLFEB,DASJF,USYIR,XVMVK,VPUYR,BFQYT,UIYKB,HUBYN,GFSEB,PWIMT,LRUZY,EZUZY,IZBPP,ZPIAY,GCLHC,XLLHS,EJPYD,XTSOB,EQQRT,LAGDC,PQKEB,NJOKE,SQNXO,WWCEZ,TBFLR,GIYRA,IJQVF,CBHYB,OBXRE,UZLTT,JCBQR,SYSOD,IQNNY,,ELTTG,VVIGK,970,LKIPH,ASFPA,HAZQW,DLDOQ,FGSPO
Aretha,82388,62577,"September 23rd, 2018",0,2,57604450,30,2,16,24,7,92667,48119,47506,"August 12th, 2015","October 27th, 2019",87350,78536,14496,42269,08050,9,95512,WPWWY,DQLYN,YIXJE,SZKVP,SWRRH,LKSXH,POIAB,KMVUN,GPDST,GXNXY,IBHGA,GQFDS,FJSKG,OKRHH,MGRAK,0,QAXFE,SNPFI,DTCKT,NZTYG,AGCHV,LXTFL,SZBLQ,KMNXX,KHILP,OPDKQ,ASMZQ,XECEP,BNGHE,BBLJM,HDKZB,FXCOU,JYTZB,NXIDZ,BYVJZ,RUVGI,JTJYC,WPBDK,VYFQQ,NQWVE,YIWWC,WTNFA,JYKNS,ABMCQ,PYSFQ,CTZIO,XTLAI,UUUMO,KWYRX,IRJTS,BPWOM,KDLGH,FXXTS,JCIQZ,LJJLR,GPCZU,OVKGW,UOKEM,SXSNR,JCSFW,TKKQS,test,FLZGE,XUXTM,748,AXGNS,YPMKN,FUFMM,WEHFI,REPUJ
Mona,58011,55095,"December 3rd, 2019",0,9,70780429,8,4,17,38,23,31030,77602,28924,"August 22nd, 2015","August 17th, 2017",21745,66977,88351,07497,22831,8,02396,GUDFL,NPCNO,WKTWK,YTEVG,CJABF,UMOHZ,TSOAA,POLRG,RMPLN,XBTYK,WDVNR,IPENV,FFIQI,ZLTNX,IHZNU,6,JAYOH,RFPET,RYHIB,PTKTL,GKELC,QWTUX,BRGQA,WTXZE,FIAXF,OSCUC,BISVD,PCNZT,LEIRV,VEUIF,USKLT,PRGMJ,XISCS,BBANH,KHJRI,MOLLV,JWTVA,HCYFQ,QMITR,NOBMW,MCZSC,EHCZF,HRLIB,EVMYM,ZBHAB,CUIJQ,BXZWA,NASEM,AOCEW,XGEJG,BRHVR,AJHPJ,MZISD,MRXTS,HHMQY,MIUZB,ZPFQN,BQMOL,QXQAU,KXSTD,JLHZL,orange,EJRVN,AZDLF,567,EIKDM,CQDAL,ITHZS,CGIIO,XCYJW
Heidi,40005,82598,"July 8th, 2016",1,1,32830342,16,1,15,16,7,78010,11291,67958,"March 25th, 2016","May 25th, 2015",81183,07064,96024,03255,36946,3,36838,MRLRM,XCQGX,BOOPX,NCDOZ,JMSTY,AMKGB,BZGLC,WKCER,WUMZS,GRGJG,HEWZP,CEJRO,VGROD,CZTRF,GGADG,4,PIZPD,QGCDY,HNPLF,NRDTI,JBSBK,YHAPY,JSLIO,DHIWR,GLMVS,TQLFN,TPIJP,SGBXS,RUBBO,FBIAH,QZXSY,PLDTX,MMMDN,UXFUC,KHAOM,XZRUT,ASTTB,UOTBZ,LNEOZ,HXWNU,WBBEO,VIHAT,SMGHR,AKLJN,WURRC,FEPEW,YUVJV,GSVNB,DRUDR,NFRBF,KAPMM,DQXCA,JGAAM,KEULE,EAZAJ,MGSMH,XTMXD,RISMS,PCRJV,AJGKS,PFHJP,violet,DCVKQ,EWJZD,090,MUIEJ,AMAOW,MDCAM,LRSIT,HFSHN
Hadassah,67077,88279,"February 9th, 2018",0,9,37803874,12,8,18,33,4,93232,56034,33757,"April 21st, 2018","May 14th, 2016",21400,62861,67633,44589,51621,6,10007,QKKWL,KGYCF,HPNNU,TLDBY,QFWXY,GPLUK,LWVDR,PNHRF,YWQBQ,HSRKT,GZRUD,GTNIU,DLREU,UEPOP,URDRQ,7,XIPTI,PGOIC,CMGLN,IGQTC,VLJMC,KYXKC,VNOCQ,EIEDR,BXLPZ,MACDQ,GVPKR,CLJZG,WVLIK,QCAHZ,EVNWH,ZIKDU,EKOBP,AIBPC,RWZES,DSFGR,KZHBB,ONJZL,UKBNP,DJCFM,VMLRG,JROZR,BTZPY,QVCDK,QCQGO,GFZSJ,BPYTJ,EAMCN,UNPTV,MGRGG,MDWEA,FHVOI,SLDTO,GKHTA,XLYPA,VVFEH,OUNJS,LRCRP,AMLOL,LZDOQ,RPHIV,orange,AWAUP,HBAIE,390,QHOTX,UDNJI,GTHNN,EHDVR,QCRQI
Tyler,45919,41125,"May 28th, 2016",0,7,61113957,44,8,19,8,46,72451,64065,08860,"January 24th, 2018","September 17th, 2017",89265,55595,30365,28573,61431,4,67608,SOZLX,DOXAT,FIXNF,NHKRX,PUMBF,HXCHH,ZUBXT,GBOVU,ICXKY,AUFGR,DJMPX,SRWNN,OWFNW,HEWNI,LCKTB,2,RQMPW,EGEGP,UJBTJ,GLAVU,FWVDS,QSHGT,ULFQX,MZIHS,SKKDM,MAGJB,QDJCP,WFZSS,FZRDP,BBOWA,UBPSU,XQGIJ,PBRUC,NWNZE,DZROL,GFLTB,PLUJN,OCISQ,RMCZO,PFOTF,NSMTJ,WDLNK,WHWRL,LOTMG,VZTNI,ZONGD,UYWKL,NUNEG,PESVK,HFUDB,MLLZQ,PEQTN,IIOHJ,QJTBX,QXNKE,PDWGS,AWZHZ,SVILF,XWKUP,WZTZN,DAMUT,test,UTEYI,KFKDJ,942,KEYTB,QOJTI,DSFME,QMCQD,HNHXI
Felix,85519,17599,"September 4th, 2018",1,10,79916668,6,8,17,5,18,49957,67210,41548,"August 11th, 2017","September 12th, 2015",74285,25444,02464,51402,39656,1,36158,RIRSK,HUVYN,IISAI,VSYMX,LVUJL,RFVHJ,AHLKX,YFTIZ,HQOEP,QZOSF,XXVNP,FVNYX,PZPTW,ASFRE,RLPAX,5,PLGZR,PSEZU,IANIQ,KXQDO,ZFVHU,FJEXT,FWPAE,XWTQX,BJVSK,JQNJD,BMPED,PBZFZ,RBECP,CZIYZ,OYZOI,FYOKF,YXUQG,SLNAU,RYYGC,QOSTT,BXTGX,QHWCS,QNQJG,ZICQX,HRBKA,FKYTB,RBWTV,NIUST,CAJGL,OAALY,FPSCW,GAOFM,LIDUU,FOXLB,BFMBH,BULPE,UWYYC,UHZGX,WKZJV,MWNAO,UGDCI,FXOHP,CGCXV,URSNW,DSCOC,orange,KHOPM,WPDVJ,399,QWPAM,JLWVU,EFSXH,YDRFF,YUAKT
Ryan,17484,76408,"July 10th, 2019",0,4,41104122,14,6,19,13,36,49978,18706,96265,"March 31st, 2019","January 25th, 2019",96523,55371,64522,61553,25564,3,24048,HAOJX,LDQEQ,COOPH,VKELQ,UWRBM,MVRWB,GQFEQ,SWGCG,UEUJX,HWZFZ,NXQBF,RSZKT,SELEP,LFGSL,LUVWG,7,CTFUF,UFCYR,BCWMQ,FRATI,SJLQL,EGWZD,GDHTK,JHFPQ,YPRNZ,PXKEJ,EYQLD,RQKYU,SJFXL,PRPPS,WRENJ,EDWIB,GFNLA,IQXVQ,UMYCU,VUEBM,PBXHE,QOPKC,QNEKB,PGVUR,YHJGV,KCPFO,AWNDB,SPZEY,IZFHH,IZGZT,OLQLV,YKSGK,GXGTT,VLPLG,QKXZG,SBCXZ,MTVAS,EERZK,QYPFO,PQUIG,HYJPK,FREME,TXXYX,CEJVE,JIYRW,orange,UCQOO,CQOES,970,JOEFO,TMIVH,ESFEK,QMOBL,RYBJT
Olivia,93980,24784,"September 19th, 2016",1,1,94464775,42,4,14,44,17,68822,66021,49466,"September 27th, 2015","June 21st, 2018",12390,41268,66623,25876,47729,0,82320,QDLUH,RMTJC,IRVEJ,WCZFX,IWPAX,QUKPD,RZMYK,LQLJV,IXTFI,ZSGOR,TFGVM,YJKIG,PMNXY,FLLVD,WHFZF,5,LEVVJ,DCEXG,SJNUE,JFPWD,FKHOD,ZRFVZ,LKMIB,KXCJG,PLOIH,HELGN,HCDHI,HTBGC,ACUUD,YBEJS,BAIHV,PUNBH,VRLKM,GYYIW,BQANX,XPUKU,DYZIN,XTDED,XIKYI,WWLLP,QJLLN,AYKFO,TJNIX,ZYDFN,IELLZ,OPXFQ,MLTBI,INVOX,OSQDS,RLWCH,EGGJM,YUSCQ,AYBCZ,GUZMZ,CNSJS,PTIZO,ZNCSU,CJTER,KEJKO,ILITH,WDWGW,test,LWYWY,FFLCM,362,VBOWQ,LJVSL,XFGDX,ZCDHC,CXXVR
